"","country","degree","sex","age","year","earn.month","flags"
"9057","G20","Bachelor's, Master’s, Doctoral or equivalent education","F","55-64 years",NA,NA,"Missing data"
"9058","G20","Master’s, Doctoral or equivalent education","F","55-64 years",NA,NA,"Missing data"
"9059","G20","Master’s, Doctoral or equivalent education","M","55-64 years",NA,NA,"Missing data"
"9060","G20","Tertiary education","T","55-64 years",NA,NA,"Missing data"
"9061","G20","Tertiary education","F","55-64 years",NA,NA,"Missing data"
"9062","G20","Tertiary education","M","55-64 years",NA,NA,"Missing data"
"9063","G20","Bachelor’s or equivalent education","T","55-64 years",NA,NA,"Missing data"
"9064","G20","Bachelor’s or equivalent education","F","55-64 years",NA,NA,"Missing data"
"9065","G20","Bachelor’s or equivalent education","M","55-64 years",NA,NA,"Missing data"
"9066","G20","Bachelor's, Master’s, Doctoral or equivalent education","T","55-64 years",NA,NA,"Missing data"
"9067","G20","Bachelor's, Master’s, Doctoral or equivalent education","F","55-64 years",NA,NA,"Missing data"
"9068","G20","Master’s, Doctoral or equivalent education","F","55-64 years",NA,NA,"Missing data"
"9069","G20","Master’s, Doctoral or equivalent education","M","55-64 years",NA,NA,"Missing data"
"9070","G20","Tertiary education","T","55-64 years",NA,NA,"Missing data"
"9071","G20","Tertiary education","F","55-64 years",NA,NA,"Missing data"
"9072","G20","Tertiary education","M","55-64 years",NA,NA,"Missing data"
"9073","G20","Bachelor’s or equivalent education","M","55-64 years",NA,NA,"Missing data"
"9074","G20","Bachelor's, Master’s, Doctoral or equivalent education","T","55-64 years",NA,NA,"Missing data"
"9075","G20","Bachelor's, Master’s, Doctoral or equivalent education","F","55-64 years",NA,NA,"Missing data"
"9076","G20","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",NA,NA,"Missing data"
"9077","G20","Tertiary education","T","55-64 years",NA,NA,"Missing data"
"9078","G20","Tertiary education","F","55-64 years",NA,NA,"Missing data"
"9079","G20","Tertiary education","M","55-64 years",NA,NA,"Missing data"
"9080","G20","Bachelor’s or equivalent education","M","55-64 years",NA,NA,"Missing data"
"9081","G20","Bachelor's, Master’s, Doctoral or equivalent education","T","55-64 years",NA,NA,"Missing data"
"9082","G20","Bachelor's, Master’s, Doctoral or equivalent education","F","55-64 years",NA,NA,"Missing data"
"9083","G20","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",NA,NA,"Missing data"
"9084","G20","Tertiary education","T","55-64 years",NA,NA,"Missing data"
"9085","G20","Tertiary education","F","55-64 years",NA,NA,"Missing data"
"9086","G20","Tertiary education","M","55-64 years",NA,NA,"Missing data"
"9087","G20","Bachelor’s or equivalent education","M","55-64 years",NA,NA,"Missing data"
"9088","G20","Bachelor's, Master’s, Doctoral or equivalent education","T","55-64 years",NA,NA,"Missing data"
"9089","G20","Bachelor's, Master’s, Doctoral or equivalent education","F","55-64 years",NA,NA,"Missing data"
"9090","G20","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",NA,NA,"Missing data"
"9091","European Union 23 members in OECD","Tertiary education","T","55-64 years",NA,163.73734,""
"9092","European Union 23 members in OECD","Tertiary education","F","55-64 years",NA,165.43222,""
"9093","European Union 23 members in OECD","Tertiary education","M","55-64 years",NA,167.22787,""
"9094","European Union 23 members in OECD","Bachelor’s or equivalent education","T","55-64 years",NA,145.11567,""
"9095","European Union 23 members in OECD","Bachelor’s or equivalent education","F","55-64 years",NA,151.12511,""
"9096","European Union 23 members in OECD","Bachelor’s or equivalent education","M","55-64 years",NA,147.60621,""
"9097","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","T","55-64 years",NA,171.62964,""
"9098","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","F","55-64 years",NA,173.03277,""
"9099","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",NA,174.81448,""
"9100","European Union 23 members in OECD","Master’s, Doctoral or equivalent education","T","55-64 years",NA,191.90397,""
"9101","European Union 23 members in OECD","Master’s, Doctoral or equivalent education","F","55-64 years",NA,197.47819,""
"9102","European Union 23 members in OECD","Master’s, Doctoral or equivalent education","M","55-64 years",NA,191.64919,""
"9103","European Union 23 members in OECD","Tertiary education","T","55-64 years",NA,162.03735,""
"9104","European Union 23 members in OECD","Tertiary education","F","55-64 years",NA,160.97259,""
"9105","European Union 23 members in OECD","Tertiary education","M","55-64 years",NA,166.91038,""
"9106","European Union 23 members in OECD","Bachelor’s or equivalent education","T","55-64 years",NA,145.5217,""
"9107","European Union 23 members in OECD","Bachelor’s or equivalent education","F","55-64 years",NA,148.69726,""
"9108","European Union 23 members in OECD","Bachelor’s or equivalent education","M","55-64 years",NA,146.44545,""
"9109","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","T","55-64 years",NA,171.6245,""
"9110","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","F","55-64 years",NA,169.63333,""
"9111","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",NA,175.86117,""
"9112","European Union 23 members in OECD","Master’s, Doctoral or equivalent education","T","55-64 years",NA,188.69421,""
"9113","European Union 23 members in OECD","Master’s, Doctoral or equivalent education","F","55-64 years",NA,193.27121,""
"9114","European Union 23 members in OECD","Master’s, Doctoral or equivalent education","M","55-64 years",NA,188.56992,""
"9115","European Union 23 members in OECD","Tertiary education","T","55-64 years",NA,163.86092,""
"9116","European Union 23 members in OECD","Tertiary education","F","55-64 years",NA,164.28907,""
"9117","European Union 23 members in OECD","Tertiary education","M","55-64 years",NA,168.23351,""
"9118","European Union 23 members in OECD","Bachelor’s or equivalent education","T","55-64 years",NA,147.12888,""
"9119","European Union 23 members in OECD","Bachelor’s or equivalent education","F","55-64 years",NA,151.4462,""
"9120","European Union 23 members in OECD","Bachelor’s or equivalent education","M","55-64 years",NA,147.88107,""
"9121","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","T","55-64 years",NA,173.55029,""
"9122","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","F","55-64 years",NA,173.23198,""
"9123","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",NA,177.30061,""
"9124","European Union 23 members in OECD","Master’s, Doctoral or equivalent education","T","55-64 years",NA,191.20935,""
"9125","European Union 23 members in OECD","Master’s, Doctoral or equivalent education","F","55-64 years",NA,198.03493,""
"9126","European Union 23 members in OECD","Master’s, Doctoral or equivalent education","M","55-64 years",NA,190.3364,""
"9127","European Union 23 members in OECD","Tertiary education","T","55-64 years",NA,161.50168,""
"9128","European Union 23 members in OECD","Tertiary education","F","55-64 years",NA,161.55633,""
"9129","European Union 23 members in OECD","Tertiary education","M","55-64 years",NA,165.88555,""
"9130","European Union 23 members in OECD","Bachelor’s or equivalent education","T","55-64 years",NA,147.56816,""
"9131","European Union 23 members in OECD","Bachelor’s or equivalent education","F","55-64 years",NA,150.38543,""
"9132","European Union 23 members in OECD","Bachelor’s or equivalent education","M","55-64 years",NA,148.58006,""
"9133","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","T","55-64 years",NA,169.03053,""
"9134","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","F","55-64 years",NA,168.11112,""
"9135","European Union 23 members in OECD","Master’s, Doctoral or equivalent education","F","55-64 years",NA,185.10274,""
"9136","European Union 23 members in OECD","Master’s, Doctoral or equivalent education","M","55-64 years",NA,185.12976,""
"9137","European Union 23 members in OECD","Tertiary education","T","55-64 years",NA,160.15705,""
"9138","European Union 23 members in OECD","Tertiary education","F","55-64 years",NA,157.79457,""
"9139","European Union 23 members in OECD","Tertiary education","M","55-64 years",NA,165.84893,""
"9140","European Union 23 members in OECD","Bachelor’s or equivalent education","T","55-64 years",NA,147.06859,""
"9141","European Union 23 members in OECD","Bachelor’s or equivalent education","F","55-64 years",NA,149.29942,""
"9142","European Union 23 members in OECD","Bachelor’s or equivalent education","M","55-64 years",NA,148.27472,""
"9143","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","T","55-64 years",NA,168.88221,""
"9144","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","F","55-64 years",NA,166.46416,""
"9145","European Union 23 members in OECD","Master’s, Doctoral or equivalent education","F","55-64 years",NA,182.95882,""
"9146","European Union 23 members in OECD","Master’s, Doctoral or equivalent education","M","55-64 years",NA,183.96273,""
"9147","European Union 23 members in OECD","Tertiary education","T","55-64 years",NA,161.48735,""
"9148","European Union 23 members in OECD","Tertiary education","F","55-64 years",NA,160.11522,""
"9149","European Union 23 members in OECD","Tertiary education","M","55-64 years",NA,166.85449,""
"9150","European Union 23 members in OECD","Bachelor’s or equivalent education","T","55-64 years",NA,148.33906,""
"9151","European Union 23 members in OECD","Bachelor’s or equivalent education","F","55-64 years",NA,151.24046,""
"9152","European Union 23 members in OECD","Bachelor’s or equivalent education","M","55-64 years",NA,149.35212,""
"9153","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","T","55-64 years",NA,170.26424,""
"9154","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","F","55-64 years",NA,168.92436,""
"9155","European Union 23 members in OECD","Master’s, Doctoral or equivalent education","F","55-64 years",NA,186.59351,""
"9156","European Union 23 members in OECD","Master’s, Doctoral or equivalent education","M","55-64 years",NA,185.01936,""
"9157","European Union 23 members in OECD","Tertiary education","T","55-64 years",NA,200.46387,""
"9158","European Union 23 members in OECD","Tertiary education","F","55-64 years",NA,193.94656,""
"9159","European Union 23 members in OECD","Tertiary education","M","55-64 years",NA,213.36204,""
"9160","European Union 23 members in OECD","Bachelor’s or equivalent education","M","55-64 years",NA,163.57133,""
"9161","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","T","55-64 years",NA,215.76958,""
"9162","European Union 23 members in OECD","Tertiary education","T","55-64 years",NA,198.51535,""
"9163","European Union 23 members in OECD","Tertiary education","F","55-64 years",NA,189.95292,""
"9164","European Union 23 members in OECD","Tertiary education","M","55-64 years",NA,211.00911,""
"9165","European Union 23 members in OECD","Bachelor’s or equivalent education","M","55-64 years",NA,160.69941,""
"9166","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","T","55-64 years",NA,216.41205,""
"9167","European Union 23 members in OECD","Tertiary education","T","55-64 years",NA,200.08227,""
"9168","European Union 23 members in OECD","Tertiary education","F","55-64 years",NA,191.38422,""
"9169","European Union 23 members in OECD","Tertiary education","M","55-64 years",NA,215.12689,""
"9170","European Union 23 members in OECD","Bachelor’s or equivalent education","M","55-64 years",NA,162.73171,""
"9171","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","T","55-64 years",NA,218.13811,""
"9172","New Zealand","Master’s, Doctoral or equivalent education","T","25-64 years",2017,179.97137,""
"9173","Costa Rica","Bachelor’s or equivalent education","M","55-64 years",2017,191.82959,""
"9174","Switzerland","Tertiary education","M","25-64 years",2017,155.27362,""
"9175","Ireland","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,242.39912,""
"9176","Netherlands","Tertiary education","T","25-64 years",2017,149.73283,""
"9177","Australia","Master’s, Doctoral or equivalent education","M","55-64 years",2016,197.37444,""
"9178","Belgium","Bachelor’s or equivalent education","T","25-64 years",2017,116.8926,""
"9179","Lithuania","Bachelor’s or equivalent education","F","25-64 years",2014,141.74649,""
"9180","Mexico","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2016,204.87512,""
"9181","Italy","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2015,162.56575,""
"9182","Estonia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,182.04399,""
"9183","New Zealand","Master’s, Doctoral or equivalent education","T","25-64 years",2017,162.57373,""
"9184","Estonia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,139.48608,""
"9185","Hungary","Master’s, Doctoral or equivalent education","F","55-64 years",2017,233.0526,""
"9186","United Kingdom","Bachelor’s or equivalent education","F","25-64 years",2017,NA,"Missing data"
"9187","Luxembourg","Master’s, Doctoral or equivalent education","T","55-64 years",2016,NA,"Data below the publication limit"
"9188","Sweden","Tertiary education","M","25-64 years",2017,128.6713,""
"9189","Poland","Tertiary education","T","25-64 years",2016,156.00717,""
"9190","Costa Rica","Tertiary education","F","25-64 years",2017,218.38187,""
"9191","Poland","Master’s, Doctoral or equivalent education","M","25-64 years",2016,180.07135,""
"9192","Costa Rica","Bachelor’s or equivalent education","F","55-64 years",2017,NA,"Data below the publication limit"
"9193","United Kingdom","Tertiary education","T","25-64 years",2017,142.32574,""
"9194","Canada","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2016,158.4129,""
"9195","Korea","Tertiary education","M","25-64 years",2017,166.74654,""
"9196","Slovenia","Master’s, Doctoral or equivalent education","F","25-64 years",2017,NA,"Missing data"
"9197","Portugal","Tertiary education","T","25-64 years",2017,168.84357,""
"9198","Chile","Tertiary education","F","25-64 years",2017,231.03474,""
"9199","Poland","Bachelor’s or equivalent education","M","25-64 years",2016,148.53264,""
"9200","Slovenia","Bachelor’s or equivalent education","F","55-64 years",2017,NA,"Missing data"
"9201","Luxembourg","Bachelor’s or equivalent education","M","55-64 years",2016,NA,"Data below the publication limit"
"9202","Poland","Bachelor’s or equivalent education","F","55-64 years",2016,136.93398,""
"9203","Netherlands","Master’s, Doctoral or equivalent education","T","55-64 years",2017,198.51279,""
"9204","Switzerland","Bachelor’s or equivalent education","T","25-64 years",2017,138.62927,"Includes data from another category"
"9205","Finland","Bachelor’s or equivalent education","M","55-64 years",2016,203.35791,""
"9206","Slovenia","Tertiary education","T","25-64 years",2017,NA,"Missing data"
"9207","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2014,191.54518,""
"9208","Israel","Master’s, Doctoral or equivalent education","T","55-64 years",2017,230.33514,""
"9209","G20","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",NA,NA,"Missing data"
"9210","Germany","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,158.4229,""
"9211","Italy","Master’s, Doctoral or equivalent education","T","25-34 years",2015,118.7362,"Includes data from another category"
"9212","Finland","Master’s, Doctoral or equivalent education","T","25-64 years",2016,167.64029,""
"9213","Belgium","Tertiary education","M","25-64 years",2017,142.9822,""
"9214","Hungary","Tertiary education","F","55-64 years",2017,182.18112,""
"9215","Australia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2016,185.84801,""
"9216","Estonia","Bachelor’s or equivalent education","F","55-64 years",2017,255.76357,""
"9217","Slovenia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,NA,"Missing data"
"9218","France","Master’s, Doctoral or equivalent education","F","25-34 years",2015,NA,"Missing data"
"9219","Ireland","Master’s, Doctoral or equivalent education","T","55-64 years",2017,309.72745,""
"9220","Chile","Bachelor’s or equivalent education","T","25-64 years",2017,263.10019,""
"9221","Italy","Master’s, Doctoral or equivalent education","T","25-34 years",2015,118.7362,"Includes data from another category"
"9222","Slovenia","Bachelor’s or equivalent education","F","25-64 years",2017,NA,"Missing data"
"9223","Finland","Master’s, Doctoral or equivalent education","T","25-64 years",2016,166.59198,""
"9224","Belgium","Tertiary education","M","25-64 years",2017,142.9636,""
"9225","Germany","Master’s, Doctoral or equivalent education","M","55-64 years",2017,244.7131,""
"9226","Brazil","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2015,263.68048,""
"9227","Portugal","Tertiary education","T","25-64 years",2017,168.84357,""
"9228","Switzerland","Bachelor’s or equivalent education","F","25-64 years",2017,NA,"Missing data"
"9229","Poland","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2016,153.55605,""
"9230","Austria","Master’s, Doctoral or equivalent education","T","25-34 years",2017,154.96884,""
"9231","Norway","Master’s, Doctoral or equivalent education","F","55-64 years",2017,230.68727,""
"9232","Australia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,141.8452,""
"9233","New Zealand","Bachelor’s or equivalent education","M","25-64 years",2017,127.72725,""
"9234","Chile","Master’s, Doctoral or equivalent education","F","25-64 years",2017,467.13556,""
"9235","Colombia","Master’s, Doctoral or equivalent education","T","55-64 years",2017,NA,"Missing data"
"9236","OECD - Average","Bachelor’s or equivalent education","M","55-64 years",NA,161.36748,""
"9237","OECD - Average","Tertiary education","M","25-64 years",NA,160.26603,""
"9238","Ireland","Master’s, Doctoral or equivalent education","M","25-64 years",2017,219.89755,""
"9239","Portugal","Tertiary education","M","25-64 years",2017,171.99347,""
"9240","Israel","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2017,222.96655,""
"9241","Netherlands","Tertiary education","T","25-64 years",2017,150.21384,""
"9242","Portugal","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,168.74252,""
"9243","Australia","Tertiary education","F","25-64 years",2016,169.20898,""
"9244","Sweden","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,132.9088,""
"9245","Estonia","Master’s, Doctoral or equivalent education","T","25-64 years",2017,140.75993,""
"9246","United Kingdom","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,NA,"Missing data"
"9247","Australia","Master’s, Doctoral or equivalent education","M","25-64 years",2016,152.80515,""
"9248","Mexico","Tertiary education","M","25-64 years",2016,216.67462,""
"9249","Italy","Bachelor’s or equivalent education","M","25-64 years",2015,NA,"Data included in another category"
"9250","Spain","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2016,194.09923,""
"9251","Germany","Master’s, Doctoral or equivalent education","M","25-64 years",2017,175.56993,""
"9252","Luxembourg","Bachelor’s or equivalent education","T","25-64 years",2016,138.50542,""
"9253","Ireland","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2017,192.76929,""
"9254","Belgium","Bachelor’s or equivalent education","T","25-64 years",2017,116.7867,""
"9255","Lithuania","Tertiary education","T","25-64 years",2014,NA,"Missing data"
"9256","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,150.57625,""
"9257","Lithuania","Bachelor’s or equivalent education","F","25-64 years",2014,163.09096,""
"9258","Portugal","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,174.36717,""
"9259","Switzerland","Tertiary education","M","25-64 years",2017,NA,"Missing data"
"9260","Portugal","Bachelor’s or equivalent education","M","55-64 years",2017,205.01704,"Includes data from another category"
"9261","Hungary","Master’s, Doctoral or equivalent education","F","25-34 years",2017,154.50728,""
"9262","Turkey","Tertiary education","T","25-64 years",2017,163.59485,""
"9263","Luxembourg","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2016,144.26266,""
"9264","Costa Rica","Master’s, Doctoral or equivalent education","M","55-64 years",2017,NA,"Data below the publication limit"
"9265","Austria","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2017,292.75812,""
"9266","Luxembourg","Bachelor’s or equivalent education","F","25-64 years",2016,138.60306,""
"9267","United Kingdom","Bachelor’s or equivalent education","F","55-64 years",2017,NA,"Missing data"
"9268","Sweden","Tertiary education","T","25-64 years",2017,122.1098,""
"9269","United Kingdom","Master’s, Doctoral or equivalent education","M","25-64 years",2017,153.16783,""
"9270","OECD - Average","Tertiary education","F","55-64 years",NA,169.03021,""
"9271","Finland","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2016,140.62146,""
"9272","Portugal","Tertiary education","F","55-64 years",2017,210.81525,""
"9273","Denmark","Tertiary education","F","25-64 years",2017,123.34563,""
"9274","Spain","Tertiary education","T","25-64 years",2016,172.68399,""
"9275","Spain","Bachelor’s or equivalent education","M","25-64 years",2016,145.94582,""
"9276","Norway","Tertiary education","F","25-64 years",2017,120.88989,""
"9277","Chile","Tertiary education","M","25-64 years",2017,264.06412,""
"9278","G20","Master’s, Doctoral or equivalent education","M","25-64 years",NA,NA,"Missing data"
"9279","Denmark","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2017,177.08664,""
"9280","Norway","Tertiary education","F","55-64 years",2017,147.28938,""
"9281","OECD - Average","Bachelor’s or equivalent education","F","55-64 years",NA,183.86024,""
"9282","Latvia","Bachelor’s or equivalent education","F","55-64 years",2017,178.28902,""
"9283","Slovak Republic","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,162.81548,""
"9284","United Kingdom","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,187.56621,""
"9285","Ireland","Bachelor’s or equivalent education","F","55-64 years",2017,178.51929,""
"9286","United Kingdom","Tertiary education","M","25-64 years",2017,138.1795,""
"9287","Sweden","Bachelor’s or equivalent education","M","55-64 years",2017,153.4495,""
"9288","Italy","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2015,160.13629,""
"9289","Norway","Bachelor’s or equivalent education","M","25-64 years",2017,117.67229,""
"9290","Finland","Tertiary education","F","25-64 years",2016,165.21536,""
"9291","Czech Republic","Tertiary education","F","25-64 years",2015,163.88641,""
"9292","Israel","Bachelor’s or equivalent education","F","55-64 years",2017,142.71736,""
"9293","Italy","Master’s, Doctoral or equivalent education","M","25-64 years",2015,149.22047,"Includes data from another category"
"9294","Israel","Tertiary education","M","25-64 years",2017,162.52467,""
"9295","Slovenia","Tertiary education","M","25-64 years",2017,NA,"Missing data"
"9296","Portugal","Bachelor’s or equivalent education","F","55-64 years",2017,211.06207,"Includes data from another category"
"9297","Austria","Bachelor’s or equivalent education","F","25-64 years",2017,110.6405,""
"9298","G20","Tertiary education","T","55-64 years",NA,NA,"Missing data"
"9299","Chile","Bachelor’s or equivalent education","F","55-64 years",2017,328.04916,""
"9300","United States","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,218.48756,""
"9301","Finland","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2016,235.40242,""
"9302","Turkey","Bachelor’s or equivalent education","M","55-64 years",2017,NA,"Data included in another category"
"9303","Estonia","Master’s, Doctoral or equivalent education","F","55-64 years",2017,200.1613,""
"9304","Luxembourg","Master’s, Doctoral or equivalent education","F","25-64 years",2016,168.36195,""
"9305","Australia","Bachelor’s or equivalent education","M","25-64 years",2016,142.37971,""
"9306","Latvia","Master’s, Doctoral or equivalent education","T","55-64 years",2017,226.73645,""
"9307","Latvia","Tertiary education","T","25-64 years",2017,179.07761,""
"9308","Italy","Tertiary education","M","25-64 years",2015,145.2798,""
"9309","Lithuania","Bachelor’s or equivalent education","F","55-64 years",2014,NA,"Missing data"
"9310","Portugal","Master’s, Doctoral or equivalent education","M","25-64 years",2017,NA,"Data included in another category"
"9311","Italy","Master’s, Doctoral or equivalent education","T","55-64 years",2015,158.3876,"Includes data from another category"
"9312","Korea","Master’s, Doctoral or equivalent education","T","25-34 years",2017,148.54739,""
"9313","Austria","Bachelor’s or equivalent education","F","55-64 years",2017,NA,"Data below the publication limit"
"9314","Colombia","Bachelor’s or equivalent education","M","25-64 years",2017,NA,"Missing data"
"9315","Estonia","Tertiary education","F","25-64 years",2017,152.7119,""
"9316","Portugal","Bachelor’s or equivalent education","M","25-64 years",2017,172.1684,"Includes data from another category"
"9317","Colombia","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2017,NA,"Missing data"
"9318","France","Master’s, Doctoral or equivalent education","F","55-64 years",2015,NA,"Missing data"
"9319","Mexico","Master’s, Doctoral or equivalent education","F","55-64 years",2016,NA,"Data below the publication limit"
"9320","New Zealand","Master’s, Doctoral or equivalent education","F","25-64 years",2017,173.16956,""
"9321","United States","Tertiary education","M","25-64 years",2017,196.18384,""
"9322","Costa Rica","Bachelor’s or equivalent education","T","25-64 years",2017,201.33923,""
"9323","Luxembourg","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2016,151.02681,""
"9324","Finland","Master’s, Doctoral or equivalent education","T","55-64 years",2016,253.81029,""
"9325","France","Master’s, Doctoral or equivalent education","T","25-64 years",2015,242.21899,""
"9326","Portugal","Bachelor’s or equivalent education","F","55-64 years",2017,210.85919,"Includes data from another category"
"9327","Canada","Tertiary education","T","25-64 years",2016,160.28773,""
"9328","Korea","Tertiary education","F","55-64 years",2017,180.43808,""
"9329","Ireland","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,187.69724,""
"9330","Korea","Bachelor’s or equivalent education","M","55-64 years",2017,154.10498,""
"9331","United Kingdom","Tertiary education","F","55-64 years",2017,159.48714,""
"9332","Canada","Master’s, Doctoral or equivalent education","M","25-64 years",2016,191.20743,""
"9333","Brazil","Bachelor’s or equivalent education","F","25-64 years",2015,248.10707,"Includes data from another category"
"9334","Poland","Bachelor’s or equivalent education","F","55-64 years",2016,139.72913,""
"9335","Slovenia","Master’s, Doctoral or equivalent education","F","55-64 years",2017,NA,"Missing data"
"9336","Norway","Master’s, Doctoral or equivalent education","F","25-64 years",2017,163.1693,""
"9337","Spain","Master’s, Doctoral or equivalent education","M","25-64 years",2016,183.6282,""
"9338","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,148.40196,""
"9339","France","Tertiary education","T","25-64 years",2015,176.28635,""
"9340","Austria","Master’s, Doctoral or equivalent education","T","55-64 years",2017,190.39905,""
"9341","Korea","Tertiary education","M","25-64 years",2017,166.74654,""
"9342","Israel","Bachelor’s or equivalent education","F","55-64 years",2017,142.71736,""
"9343","Slovenia","Bachelor’s or equivalent education","M","55-64 years",2017,NA,"Missing data"
"9344","Slovak Republic","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2017,191.22197,""
"9345","Portugal","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,171.14705,""
"9346","United Kingdom","Bachelor’s or equivalent education","F","25-64 years",2017,145.12744,""
"9347","Brazil","Tertiary education","M","25-64 years",2015,273.59814,""
"9348","France","Tertiary education","F","25-64 years",2015,NA,"Missing data"
"9349","Denmark","Bachelor’s or equivalent education","M","55-64 years",2017,146.75183,""
"9350","Netherlands","Master’s, Doctoral or equivalent education","M","55-64 years",2017,178.12923,""
"9351","United Kingdom","Tertiary education","T","25-64 years",2017,150.88068,""
"9352","Denmark","Tertiary education","M","25-64 years",2017,140.84908,""
"9353","Australia","Master’s, Doctoral or equivalent education","F","55-64 years",2016,282.08115,""
"9354","Australia","Tertiary education","F","25-64 years",2016,135.06108,""
"9355","Turkey","Master’s, Doctoral or equivalent education","T","55-64 years",2017,NA,"Data included in another category"
"9356","Mexico","Tertiary education","F","25-64 years",2016,184.94073,""
"9357","France","Bachelor’s or equivalent education","M","25-64 years",2015,NA,"Missing data"
"9358","Belgium","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,128.1807,""
"9359","Turkey","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2017,NA,"Data below the publication limit"
"9360","European Union 23 members in OECD","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",NA,156.70969,""
"9361","Lithuania","Tertiary education","F","25-64 years",2014,NA,"Missing data"
"9362","European Union 23 members in OECD","Tertiary education","F","25-64 years",NA,175.21398,""
"9363","Czech Republic","Tertiary education","T","25-64 years",2015,169.2466,""
"9364","G20","Bachelor’s or equivalent education","M","55-64 years",NA,NA,"Missing data"
"9365","Australia","Bachelor’s or equivalent education","M","55-64 years",2016,159.6091,""
"9366","Colombia","Tertiary education","F","25-64 years",2017,NA,"Missing data"
"9367","Poland","Tertiary education","T","25-64 years",2016,156.04082,""
"9368","Israel","Master’s, Doctoral or equivalent education","M","25-64 years",2017,211.89676,""
"9369","Colombia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,NA,"Missing data"
"9370","Slovak Republic","Tertiary education","F","55-64 years",2017,182.83028,""
